parts,label,sample_id,constructor,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
train,none,6577681,0,4,4,5,12,0,1,1,5,2,3,0,1,0,0,0,0,2,0,3,0,0,54,1,0,1
test,none,6578382,0,0,1,1,13,0,2,0,1,0,0,0,0,1,0,1,0,4,0,2,0,0,20,17,0,0
test,none,6579063,0,3,1,4,5,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1
train,none,6579581,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1
train,none,6579602,0,5,10,7,41,3,7,2,7,1,1,0,0,0,4,0,15,14,0,2,0,0,27,1,0,0
train,none,6579891,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0
train,none,6581292,0,1,3,2,14,1,0,0,2,0,0,0,2,0,0,0,0,6,12,2,0,0,22,1,0,0
train,none,6583398,0,2,2,2,7,2,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,9,17,0,0
train,none,6589858,0,10,2,11,13,0,5,2,11,1,2,0,0,0,2,1,2,6,3,0,0,0,20,4,0,0
train,none,6598935,0,3,2,3,3,0,0,2,3,1,3,0,0,0,0,2,0,0,0,0,0,0,12,1,0,0
train,none,6600350,0,9,1,10,16,0,1,2,10,0,0,0,0,0,0,0,1,6,0,0,0,0,19,1,0,0
train,major,9072630,0,8,17,11,35,7,12,2,11,1,1,4,8,0,0,0,6,12,1,5,0,0,32,1,0,0
train,minor,4426200,0,4,6,13,35,0,5,0,13,0,0,0,1,3,1,6,0,4,2,5,0,1,24,1,3,0
train,none,6605818,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,6606189,0,3,6,8,8,1,1,0,8,0,0,0,5,0,0,1,0,2,0,1,0,0,27,1,0,0
train,none,6610923,0,0,1,1,13,0,2,0,1,0,0,0,0,1,0,1,0,4,0,2,0,0,20,17,0,0
train,none,6610938,0,0,1,1,13,0,2,0,1,0,0,0,0,1,0,1,0,4,0,2,0,0,21,17,0,0
test,none,6610964,0,0,1,1,13,0,2,0,1,0,0,0,0,1,0,0,0,4,0,2,0,0,21,17,0,0
test,none,6613429,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
train,minor,3717906,1,2,6,12,35,0,1,3,12,4,2,0,0,0,0,0,0,11,1,3,0,0,39,0,0,0
test,none,6614282,0,2,3,2,9,1,1,1,2,1,1,1,0,0,0,0,1,1,0,2,0,0,12,2,0,0
train,none,6615560,0,1,2,3,11,1,5,1,3,0,0,1,0,0,3,0,4,5,1,1,0,0,25,9,0,1
train,none,6623370,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
train,none,6623499,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,6624087,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1
test,major,7926604,0,2,13,10,35,0,2,0,10,6,6,0,10,0,1,0,0,6,0,3,0,0,26,2,0,0
train,none,6627471,0,0,2,2,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0
test,none,6629031,0,4,2,2,4,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,13,1,0,1
train,none,6630204,0,4,7,6,19,7,0,5,6,6,6,0,0,0,0,0,0,0,0,1,0,0,16,10,0,0
train,none,6632662,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,none,6632851,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0
train,none,6633155,0,1,3,7,10,1,1,0,7,0,0,1,0,0,0,3,1,1,0,2,0,0,5,1,0,0
train,minor,5403624,0,1,11,1,35,10,0,1,1,0,0,0,0,0,0,11,0,0,1,1,0,0,26,10,0,0
train,none,6637469,0,5,5,3,12,0,1,2,3,0,0,0,2,0,0,3,0,1,0,1,0,0,23,10,0,0
train,none,6637982,0,4,1,0,4,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,10,0,0
train,none,6639778,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,1,0,1
train,none,6640728,0,1,2,3,5,0,0,5,3,3,2,0,0,0,0,0,0,0,0,1,0,0,10,9,0,0
train,none,6640747,0,2,2,3,5,0,0,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,7,9,0,0
train,none,6648229,0,2,1,3,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,6652229,0,3,1,1,3,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1
train,none,6654627,0,2,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0
train,none,6658744,0,1,1,1,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0
train,none,6658892,0,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0
train,none,6660510,1,3,1,3,6,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,17,1,0,1
train,none,6665183,0,2,4,8,14,1,3,0,8,3,1,0,2,0,0,7,1,3,0,1,0,0,17,1,0,0
train,none,6666668,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6666702,0,3,14,4,23,1,3,3,4,1,1,0,6,0,1,1,0,7,0,2,0,0,37,12,0,1
train,none,6666849,0,2,1,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
train,none,6668271,0,2,3,3,6,1,1,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,18,1,0,1
train,none,6670656,0,2,2,0,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,12,4,0,0
train,none,6674458,0,8,7,10,13,0,4,3,10,0,0,0,3,0,0,0,6,4,2,3,0,0,27,4,0,0
train,none,6679515,1,1,1,1,3,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,11,1,0,0
test,none,6680697,0,1,1,1,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0
train,none,6681713,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0
test,none,6694346,0,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
test,none,6695177,0,1,1,1,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0
train,none,6701931,0,0,2,0,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,38,0,0,1
train,none,6703396,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,6705537,0,2,4,3,10,3,3,0,3,1,1,1,3,0,0,0,3,4,0,2,0,0,13,1,0,1
test,none,6713364,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,6721230,0,4,3,2,6,1,0,2,2,0,0,0,1,0,2,0,0,0,0,1,0,0,22,1,0,0
train,minor,7992491,0,12,11,17,34,1,10,1,17,1,1,2,3,0,3,2,2,10,2,4,0,0,39,1,0,0
test,none,6725232,0,1,2,1,6,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,15,1,0,0
train,none,6729098,0,6,4,5,15,4,1,0,5,0,0,0,0,0,0,4,0,1,0,2,0,0,12,1,0,0
train,minor,8925039,0,8,7,17,34,0,11,2,17,0,0,1,2,1,0,4,1,11,0,4,0,0,41,1,0,0
test,none,6732424,0,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1
train,none,6734039,0,2,1,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
train,none,6735393,0,7,5,14,15,0,5,0,14,1,1,0,0,0,1,11,4,5,1,0,0,0,38,1,0,0
train,none,6746974,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,6757343,0,2,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
train,none,6761533,0,4,1,4,5,1,1,1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,14,1,0,0
train,none,6761580,0,1,1,1,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0
train,none,6764592,0,3,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0
test,none,6765637,0,5,1,4,5,1,1,1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0
train,none,6772849,0,5,1,2,13,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0
test,none,6773572,0,5,1,2,13,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0
train,none,6775552,0,1,2,1,6,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,11,1,0,0
train,none,6778053,0,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
train,none,6782933,0,1,2,8,19,1,7,1,8,0,0,0,0,0,0,2,3,8,1,1,1,0,24,10,0,0
train,none,6785745,0,1,2,1,6,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,13,1,0,0
train,none,6788928,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,none,6790483,0,3,4,5,12,1,2,1,5,1,4,2,0,0,0,1,0,2,1,3,0,0,35,1,0,0
train,none,6793253,0,4,2,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0
train,none,6795278,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
train,none,6812825,0,2,3,6,21,1,1,0,6,0,0,0,2,1,0,0,2,1,0,4,0,0,17,17,0,0
train,none,6816458,0,8,3,9,15,0,5,2,9,0,0,0,2,0,0,0,0,5,0,2,0,0,17,2,0,0
train,none,6823557,0,3,58,11,49,2,4,0,11,1,3761,1,29,1,15,0,8,6,0,6,0,0,94,17,0,0
train,none,6824306,0,1,3,6,19,2,1,0,6,1,3,0,0,1,0,0,0,1,0,3,0,0,27,17,0,0
test,none,6826288,0,3,2,2,6,0,0,2,2,0,0,0,1,0,0,1,2,1,0,1,0,0,14,10,0,0
train,none,6829907,0,1,3,6,19,2,1,0,6,1,1,0,0,1,0,0,0,1,0,3,0,0,27,17,0,0
train,none,6834699,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6835472,0,5,5,8,8,2,0,0,8,1,1,0,0,0,2,0,0,0,0,1,0,0,11,1,0,0
train,none,6839392,0,2,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1
test,none,6839966,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
test,none,6840071,0,5,3,8,8,0,1,2,8,0,0,0,2,0,0,0,0,1,0,2,0,0,24,4,0,1
train,none,6840313,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1
train,none,6840403,1,2,1,1,7,0,0,1,1,1,2,0,0,0,0,0,1,4,0,0,0,0,9,1,0,0
train,none,6841292,0,3,2,3,8,2,1,3,3,1,7,0,1,0,0,0,0,1,0,1,0,0,35,9,0,1
train,none,6842606,0,3,2,1,6,1,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,8,1,0,1
test,minor,4782948,0,5,9,11,34,0,4,4,11,3,1,2,2,1,0,1,0,5,2,3,0,0,55,2,0,1
train,none,6846111,0,1,1,2,4,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,minor,8861277,0,5,9,10,34,1,3,1,10,0,0,0,2,1,0,2,0,4,0,3,0,0,30,1,2,0
train,none,6848482,0,2,2,2,9,2,0,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,35,9,0,1
test,none,6850124,1,5,1,5,7,0,0,2,5,0,0,0,0,0,0,2,0,3,0,0,0,0,34,1,0,1
train,none,6854314,0,1,2,3,3,1,0,1,3,0,0,0,0,0,2,1,0,0,2,0,0,0,21,9,0,1
train,none,6857899,0,6,1,16,35,1,15,6,16,1,1,0,0,0,0,4,12,15,12,0,0,0,78,9,0,1
train,none,6858458,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6860231,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,6863460,0,5,4,6,13,0,0,0,6,1,2,1,0,1,0,1,0,0,0,3,0,0,30,2,0,1
train,major,9036731,0,5,11,4,34,2,8,1,4,1,1,2,3,0,0,0,5,18,0,5,0,0,24,1,0,0
train,none,6864294,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0
train,none,6871109,0,2,7,9,33,2,1,0,9,0,0,0,4,1,0,0,4,1,0,5,0,0,23,17,0,0
train,major,7056882,0,3,8,10,34,1,4,0,10,3,1,1,0,0,0,36,4,5,6,4,0,0,15,9,0,0
train,none,6875532,0,3,2,2,9,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,0,0,11,1,0,0
train,none,6877863,0,4,4,10,12,0,1,2,10,0,0,0,0,0,0,3,0,1,0,1,0,0,41,2,0,1
test,none,6888310,0,2,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6888470,1,3,2,1,6,0,0,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,14,1,0,1
train,none,6889571,0,1,3,3,11,2,0,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,28,1,0,1
train,none,6892868,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,none,6893083,0,4,1,1,3,0,0,2,1,1,1,0,0,0,0,2,0,0,1,0,0,0,20,1,0,1
test,none,6898198,0,4,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1
train,none,6899793,0,3,3,7,20,1,4,1,7,1,1,0,1,2,0,0,0,5,0,3,0,0,23,1,0,0
train,none,6904320,0,3,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0
train,minor,7835135,0,3,13,4,34,13,3,1,4,0,0,0,0,0,0,12,12,3,0,1,0,0,14,1,0,0
test,major,9023034,0,13,8,16,33,1,9,2,16,0,0,0,5,0,3,2,1,13,0,3,0,0,27,2,0,0
train,minor,8494231,0,10,7,21,33,1,12,1,21,2,7,0,5,0,0,5,0,14,1,4,0,0,45,1,0,0
test,none,6909063,0,3,4,5,9,1,2,2,5,2,2,1,0,0,0,0,0,4,0,1,0,0,19,1,0,1
train,none,6913795,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0
train,none,6914478,1,1,1,0,6,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,10,1,0,1
train,none,6915312,0,0,8,0,3,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,10,0,1
train,none,6915447,0,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,6917328,0,1,4,1,13,2,3,1,1,0,0,0,2,0,0,1,3,4,2,1,0,0,32,1,0,1
train,none,6917981,0,10,4,11,24,2,4,4,11,1,1,0,0,1,0,1,4,9,1,1,0,0,21,2,0,0
test,none,6920454,0,4,5,7,26,1,4,3,7,2,1,0,3,0,0,0,0,11,0,2,0,0,64,0,0,1
test,none,6920597,0,2,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,none,6920891,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1
test,none,6921162,0,1,2,1,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,15,1,0,1
train,none,6921833,0,2,2,2,8,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,17,1,0,1
train,none,6923161,0,1,3,3,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
train,none,6923170,0,3,1,5,5,1,1,3,5,0,0,0,0,0,0,0,0,2,2,0,0,0,10,1,0,0
train,none,6923759,0,1,5,3,11,2,2,2,3,0,0,1,2,0,0,1,2,2,0,2,0,0,21,9,0,1
test,none,6925834,0,2,2,2,8,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,19,1,0,1
train,none,6933417,0,1,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,4,0,0
test,none,6933669,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
train,none,6935551,0,2,1,3,6,1,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,16,9,0,1
train,none,6937904,0,1,3,2,14,2,3,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,35,1,0,1
train,none,6938240,0,1,2,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,0
train,none,6939776,0,1,2,2,5,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,18,2,0,1
train,none,6940151,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1
train,none,6941861,0,4,1,2,3,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,6943892,0,4,1,4,9,0,1,1,4,1,1,0,0,1,0,0,0,1,0,1,0,0,15,2,0,0
train,none,6945437,0,1,2,2,16,1,0,0,2,1,1,0,0,0,0,0,0,0,0,5,0,0,20,17,0,0
test,none,6946489,0,0,1,1,13,0,2,0,1,0,0,0,0,1,0,1,0,4,0,2,0,0,22,17,0,0
train,none,6953316,0,2,2,2,8,1,0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,14,1,0,1
train,none,6957824,0,1,1,3,4,1,1,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,6,8,0,0
train,none,6957883,0,3,2,2,4,1,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,9,1,0,0
test,none,6961928,0,2,2,2,7,2,1,1,2,2,1,0,1,0,0,0,0,1,0,1,0,0,35,17,0,1
test,none,6962878,0,4,5,3,19,1,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,17,1,0,0
train,none,6964408,0,1,1,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0
train,none,6967137,0,1,3,5,11,0,2,2,5,0,0,0,2,0,0,0,0,2,0,1,0,0,32,2,0,1
train,none,6970865,0,3,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
test,none,6971634,0,7,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
test,none,6972042,0,4,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,9,0,0
train,none,6972046,0,9,1,13,8,1,2,3,13,0,0,0,0,0,0,2,0,2,1,0,0,0,46,16,0,1
train,none,6972360,0,3,2,5,7,2,1,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,13,1,0,1
train,none,6973553,0,5,1,3,4,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0
train,none,6975479,0,8,1,5,4,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0
train,none,6977042,0,3,3,2,10,3,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,9,1,0,0
train,none,6981479,0,1,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,6984582,0,2,3,7,11,0,1,0,7,2,1,0,2,0,8,0,2,1,0,0,0,0,14,1,0,0
train,none,6985429,0,2,2,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
train,none,6986522,1,3,1,1,5,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,10,1,0,0
train,none,6989671,0,3,1,1,3,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0
train,none,6989848,0,6,1,4,5,1,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,1,60,9,0,1
train,none,6994091,0,1,4,1,15,2,4,0,1,0,0,0,2,0,0,4,1,5,2,3,0,0,15,4,0,0
train,none,6998192,0,1,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,5,2,0,0
train,none,6999266,0,1,3,5,17,1,4,2,5,0,0,1,0,1,1,0,3,4,0,2,0,0,30,9,0,1
test,none,7001897,0,2,2,3,9,1,1,1,3,1,1,0,0,1,0,0,0,1,0,1,0,0,14,10,0,0
train,none,7002266,0,2,1,1,6,1,2,0,1,0,0,0,0,0,7,1,26,2,4,0,0,0,10,2,0,0
train,none,7002844,0,2,1,5,6,1,2,1,5,0,0,0,0,0,0,1,1,3,0,0,0,0,29,9,0,1
train,none,7009087,1,7,2,4,7,0,0,3,4,0,0,0,1,0,0,0,0,3,0,0,1,0,14,2,0,0
train,none,7009433,0,4,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,8,0,0
train,none,7022945,0,2,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,1
train,none,7023035,1,1,2,3,12,0,1,7,3,0,0,0,0,0,2,0,4,8,5,1,0,0,12,1,0,0
train,none,7023392,0,15,5,10,17,1,3,13,10,4,1,0,0,0,0,16,0,3,0,2,0,0,19,1,0,0
test,major,7085407,0,9,6,14,33,2,2,1,14,0,0,0,3,0,0,0,0,15,0,2,0,0,51,1,0,1
train,minor,4449293,0,8,6,13,33,1,5,0,13,2,1,1,2,0,1,2,2,11,2,2,0,0,38,2,2,0
train,none,7026916,1,2,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,1,0,0
train,minor,5416350,0,5,1,21,33,0,6,0,21,0,0,0,0,0,0,38,9,6,14,0,0,0,63,1,0,0
train,none,7030976,0,1,1,1,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,7031904,1,4,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,1
train,none,7032580,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,1
train,none,7032959,0,1,2,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7,1,0,0
train,none,7034516,0,10,1,4,7,1,4,4,4,1,1,0,0,0,0,0,0,4,0,0,0,0,59,2,0,1
train,none,7038229,0,2,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,0,1
test,none,7043418,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
test,none,7044394,0,4,4,13,13,1,2,1,13,3,2,0,1,0,5,0,10,2,0,2,0,0,22,1,0,0
test,none,7045316,0,1,6,9,23,4,4,1,9,3,1,0,1,0,0,3,6,7,2,2,0,0,19,9,0,0
train,none,7046440,0,1,3,5,10,2,1,1,5,0,0,1,0,0,0,1,0,1,0,2,0,0,12,2,1,0
train,minor,3893413,0,2,9,14,33,0,1,0,14,6,2,5,2,0,0,3,0,1,1,2,0,0,34,12,0,0
train,minor,6400040,0,2,7,13,33,0,5,3,13,0,0,1,2,1,0,6,5,11,2,4,0,0,46,2,1,1
train,major,7432284,0,2,12,9,33,0,2,5,9,1,1,0,3,0,4,12,0,4,6,3,0,0,20,2,3,0
test,none,7065127,0,1,4,7,12,2,4,1,7,4,4,0,3,0,0,0,0,4,0,2,0,0,67,1,0,1
test,none,7070559,0,3,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,7071050,0,4,8,3,19,1,2,1,3,0,0,0,0,0,0,0,4,3,0,1,0,0,30,1,0,1
test,none,7074267,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,7074773,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0
train,none,7074998,0,6,2,3,9,2,0,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,10,2,1,0
train,none,7075067,1,3,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,1,0,0
train,none,7076341,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,7077563,0,3,4,3,13,0,0,1,3,0,0,1,1,0,1,0,0,4,0,2,0,0,67,1,0,1
train,none,7078266,1,0,2,0,5,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,21,1,0,1
test,major,9037596,0,12,2,18,32,0,10,0,18,0,0,0,0,1,0,14,1,13,3,1,0,0,43,1,0,1
train,none,7085469,0,3,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0
train,none,7087370,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,5,1,0,1
train,none,7090476,0,1,5,3,5,1,3,1,3,0,0,0,4,0,7,0,0,3,0,0,0,0,9,1,0,0
test,minor,6873573,0,9,9,14,32,0,6,2,14,1,1,1,3,1,0,8,0,5,4,3,0,1,48,1,2,1
train,none,7093536,0,0,3,2,12,0,2,2,2,1,1,1,0,0,1,0,4,5,2,2,0,0,22,2,0,1
train,none,7094260,0,1,2,0,8,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0,26,1,0,1
train,minor,8144651,0,3,9,11,32,4,1,0,11,1,1,0,2,1,0,0,6,1,0,3,0,0,22,17,0,0
train,none,7094545,0,0,2,2,7,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,11,1,0,0
test,none,7095948,0,1,2,2,21,0,6,1,2,0,0,0,0,0,3,0,16,7,15,1,0,0,68,4,0,1
train,none,7097449,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,0,1
train,major,4095482,1,18,4,14,31,0,4,8,14,0,0,1,0,0,1,1,4,17,4,2,0,0,50,1,0,0
train,none,7107337,0,2,6,8,13,3,3,2,8,0,0,1,3,0,0,0,1,3,0,2,0,0,12,2,0,0
test,major,7197581,0,15,6,6,31,2,7,2,6,0,0,0,3,0,2,1,0,8,0,1,2,0,21,1,1,0
train,none,7108794,0,0,4,1,15,2,1,2,1,0,0,1,1,0,0,0,2,4,0,2,0,0,34,10,0,1
test,none,7110627,0,0,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,1,0,1
train,none,7110712,0,1,4,3,10,3,2,1,3,1,1,1,1,0,0,0,2,2,0,2,0,0,23,9,0,1
